
Generated at: 2022/03/05 19:08:00
mirDIP version: 5.0.2.3.
Database version: 5.0.2.2



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p,hsa-miR-126-3p,hsa-miR-138,hsa-miR-146b-5p,hsa-miR-205-5p,hsa-miR-205-3p,hsa-miR-30a-5p,hsa-miR-30a-3p,hsa-miR-30d-5p,hsa-miR-30d-3p,hsa-miR-31-5p,hsa-miR-31-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-652-5p,hsa-miR-652-3p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol	Suggestion	Updated Symbol at Database
hsa-miR-138	not in database for selected minimum score or unknow microRNA	

Note: Suggested mircoRNAs may NOT be found in database.


Results (2506) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
SECISBP2L	Q93073		hsa-miR-205-5p	0.698690438049156	11	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PCDH8	O95206		hsa-miR-31-5p	0.698375867684189	8	Very High	Cupid|MBStar|MultiMiTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PTGFRN	Q9P2B2		hsa-miR-31-5p	0.698330121999121	11	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
WBP11	Q9Y2W2		hsa-miR-31-5p	0.698314166531347	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirbase|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NUFIP2	Q7Z417		hsa-miR-31-5p	0.698272749394907	12	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
CASP2	P42575		hsa-miR-34c-5p	0.698108499302607	9	Very High	MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
KDM2B	Q8NHM5		hsa-miR-146b-5p	0.697231654065116	15	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
LAMC1	P11047		hsa-miR-205-5p	0.696685111453305	10	Very High	Cupid|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
HSPA1B	P0DMV9		hsa-miR-34c-5p	0.695204245279122	8	Very High	MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|TargetScan_v7_2
CPLX2	Q6PUV4		hsa-miR-34c-5p	0.694999421366403	9	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|RNA22|TargetScan_v7_2
MYO5A	Q9Y4I1		hsa-miR-31-5p	0.694547970624342	14	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
HIRA	P54198		hsa-miR-30a-3p	0.694212695813614	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CLCN3	P51790		hsa-miR-31-5p	0.69400853307114	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
RALY	Q9UKM9		hsa-miR-34c-5p	0.692724448557738	13	Very High	MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|PITA_May_2021|RNA22|TargetScan_v7_2
ZDHHC23	Q8IYP9		hsa-miR-34c-5p	0.692114108243113	10	Very High	Cupid|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
PRKAA2	P54646		hsa-miR-30a-3p	0.691847628901696	11	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CCNC	P24863		hsa-miR-31-5p	0.691461680095909	10	Very High	Cupid|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
RIC8B	Q9NVN3		hsa-miR-34c-5p	0.690980654881854	11	Very High	MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PODXL	O00592		hsa-miR-34c-5p	0.690973230858433	11	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
KDM7A	Q6ZMT4		hsa-miR-34c-5p	0.690940699783131	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
TMEM145	Q8NBT3		hsa-miR-31-5p	0.690715219299772	10	Very High	MirTar2|MultiMiTar|PACCMIT|MirAncesTar|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
ERRFI1	Q9UJM3		hsa-miR-205-5p	0.690217619431413	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
ZEB1	P37275		hsa-miR-205-5p	0.689740237424062	11	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
VAPB	O95292		hsa-miR-31-5p	0.689694853397973	13	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
BCL2	P10415		hsa-miR-34c-5p	0.689483100394111	11	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ELAVL1	Q15717		hsa-miR-31-5p	0.689420487343111	11	Very High	MBStar|MultiMiTar|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
MAP3K2	Q9Y2U5		hsa-miR-126-5p	0.689149579491978	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RETREG1	Q9H6L5		hsa-miR-31-5p	0.68878987648604	14	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
NRAS	P01111		hsa-miR-146b-5p	0.688724432413536	12	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
UBN1	Q9NPG3		hsa-miR-31-5p	0.688508944187883	11	Very High	Cupid|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PTPRD	P23468		hsa-miR-34c-5p	0.688236780408244	9	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|miranda_May_2021|mirzag|RNA22|TargetScan_v7_2
SMG1	Q96Q15		hsa-miR-30a-3p	0.688202239902143	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
FZD3	Q9NPG1		hsa-miR-31-5p	0.68784967581071	13	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
MINAR1	Q9UPX6		hsa-miR-31-5p	0.687155122355119	13	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
PURB	Q96QR8		hsa-miR-34c-5p	0.686887761644151	12	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
EVA1C	P58658		hsa-miR-205-5p	0.686884819583851	10	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
PLCB1	Q9NQ66		hsa-miR-205-5p	0.686882902508003	11	Very High	Cupid|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
NETO1	Q8TDF5		hsa-miR-34c-5p	0.68684319336887	9	Very High	Cupid|MBStar|MultiMiTar|MirAncesTar|miranda_May_2021|mirbase|mirzag|RNA22|TargetScan_v7_2
SLC35B3	Q9H1N7		hsa-miR-205-5p	0.686643097490081	9	Very High	MirTar2|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ANKRD52	Q8NB46		hsa-miR-34c-5p	0.686148723817731	13	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ZNRF2	Q8NHG8		hsa-miR-146b-5p	0.686018832532598	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
DUSP7	Q16829		hsa-miR-31-5p	0.685898834365546	12	Very High	Cupid|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
MMP16	P51512		hsa-miR-146b-5p	0.685840598130271	13	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
CACNB2	Q08289		hsa-miR-31-5p	0.685152616680989	12	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
EMP1	P54849		hsa-miR-31-5p	0.685136800423309	12	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
XPO5	Q9HAV4		hsa-miR-34c-5p	0.684796864486922	13	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
STAU1	O95793		hsa-miR-30a-3p	0.684714022112891	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PTPRM	P28827		hsa-miR-34c-5p	0.684598643205871	11	Very High	Cupid|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
BTBD11	A6QL63		hsa-miR-34c-5p	0.684523614622167	10	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirzag|RNA22|TargetScan_v7_2
JAZF1	Q86VZ6		hsa-miR-146b-5p	0.683820468166252	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
PDE4B	Q07343		hsa-miR-34c-5p	0.683516346705801	11	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
IGSF1	Q8N6C5		hsa-miR-34c-5p	0.68303948583696	10	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
XYLT1	Q86Y38		hsa-miR-34c-5p	0.682357822438483	12	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|PITA_May_2021|RNA22|TargetScan_v7_2
SYNJ1	O43426		hsa-miR-34c-5p	0.681660366440422	10	Very High	Cupid|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|TargetScan_v7_2
ASB1	Q9Y576		hsa-miR-34c-5p	0.681616112710325	13	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
SUPT16H	Q9Y5B9		hsa-miR-31-5p	0.681089399794933	10	Very High	Cupid|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
APC	P25054		hsa-miR-30a-3p	0.6807891679995	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
FRS2	Q8WU20		hsa-miR-31-3p	0.680675658232454	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
ZEB2	O60315		hsa-miR-30a-3p	0.680324308256127	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
CIAPIN1	Q6FI81		hsa-miR-31-5p	0.680037817922101	10	Very High	MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|mirzag|RNA22|rnahybrid_May_2021|TargetScan_v7_2
TM9SF3	Q9HD45		hsa-miR-31-5p	0.679647470590344	12	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
BMPER	Q8N8U9		hsa-miR-205-5p	0.679210846113612	8	Very High	Cupid|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
TMEM168	Q9H0V1		hsa-miR-31-5p	0.679082029080266	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
EZR	P15311		hsa-miR-205-5p	0.679065716154083	11	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NDUFA4	O00483		hsa-miR-205-5p	0.678927124433804	8	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|TargetScan_v7_2
FGF7	P21781		hsa-miR-126-5p	0.678558810215138	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CALU	O43852		hsa-miR-205-5p	0.678346367114298	11	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
VEGFA	P15692		hsa-miR-205-5p	0.678020328667828	10	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GOLM2	Q6P4E1		hsa-miR-205-5p	0.677338151077445	10	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PCDH17	O14917		hsa-miR-30d-3p	0.676072921307792	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
DDX5	P17844		hsa-miR-205-5p	0.67583129189595	12	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
FGF7	P21781		hsa-miR-31-5p	0.67508546676297	8	Very High	Cupid|MBStar|MultiMiTar|MirAncesTar|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
CASK	O14936		hsa-miR-126-5p	0.674724552375015	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
POU4F1	Q01851		hsa-miR-30d-3p	0.674630649902447	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
GRB10	Q13322		hsa-miR-31-5p	0.674196941568552	11	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ZFP36L1	Q07352		hsa-miR-31-5p	0.673944844431672	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ETNK1	Q9HBU6		hsa-miR-205-5p	0.673871661459838	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
SSH1	Q8WYL5		hsa-miR-31-5p	0.673611140640059	11	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|PITA_May_2021|RNA22|TargetScan_v7_2
SH3BGRL2	Q9UJC5		hsa-miR-31-5p	0.673561142926282	11	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
SEPTIN4	O43236		hsa-miR-205-5p	0.673320423430156	8	Very High	MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
HACD3	Q9P035		hsa-miR-31-5p	0.67225500713961	9	Very High	Cupid|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
CCDC6	Q16204		hsa-miR-30a-3p	0.672095699073052	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PCDH17	O14917		hsa-miR-30a-3p	0.671418479298783	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
TBC1D23	Q9NUY8		hsa-miR-30a-3p	0.671293275228811	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
SIKE1	Q9BRV8		hsa-miR-31-5p	0.670440645430033	11	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
TRPS1	Q9UHF7		hsa-miR-126-5p	0.670325339700637	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
MAGI2	Q86UL8		hsa-miR-205-5p	0.669473925370576	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
NUFIP2	Q7Z417		hsa-miR-30d-3p	0.669413788940511	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
GATAD2B	Q8WXI9		hsa-miR-31-5p	0.669364304632971	12	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|PITA_May_2021|RNA22|TargetScan_v7_2
KDELR2	P33947		hsa-miR-31-5p	0.669281215827586	12	Very High	MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|mirbase|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021|TargetScan_v7_2
PCNX1	Q96RV3		hsa-miR-205-5p	0.668954849615707	10	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
KLF7	O75840		hsa-miR-146b-5p	0.668645848018663	14	Very High	MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|PITA_May_2021|RNA22|TargetScan_v7_2
SMARCA5	O60264		hsa-miR-205-3p	0.668555788282963	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
MARK1	Q9P0L2		hsa-miR-146b-5p	0.668539290054152	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|mirmap_May_2021|mirzag|TargetScan_v7_2
HOXC8	P31273		hsa-miR-126-5p	0.665658503871099	8	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
CBX1	P83916		hsa-miR-205-5p	0.664461876110408	9	Very High	Cupid|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
SIAH1	Q8IUQ4		hsa-miR-205-5p	0.664171760272715	9	Very High	Cupid|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
TRIM8	Q9BZR9		hsa-miR-126-5p	0.662347206052863	7	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6
LCOR	Q96JN0		hsa-miR-205-5p	0.662218253637943	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
EYA1	Q99502		hsa-miR-30a-3p	0.661626173894449	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CCNT2	O60583		hsa-miR-126-5p	0.66149337943148	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
DDHD1	Q8NEL9		hsa-miR-146b-5p	0.660696261887525	15	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
DMXL2	Q8TDJ6		hsa-miR-205-5p	0.660282055900876	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
DSC2	Q02487		hsa-miR-205-5p	0.659380833091928	9	Very High	MBStar|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
RNF144A	P50876		hsa-miR-31-5p	0.659145270158677	11	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NCK2	O43639		hsa-miR-31-5p	0.659141785575283	9	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
ZEB2	O60315		hsa-miR-30d-3p	0.659120283386201	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RNF144B	Q7Z419		hsa-miR-31-5p	0.658806267046603	12	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ROCK2	O75116		hsa-miR-30a-3p	0.6582079609976	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SMAD4	Q13485		hsa-miR-205-5p	0.658181797839378	11	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
C11orf86	A6NJI1		hsa-miR-205-5p	0.658114288940323	9	Very High	MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|PITA_May_2021|TargetScan_v7_2
ARHGEF2	Q92974		hsa-miR-31-5p	0.658012778902235	12	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
FBXW2	Q9UKT8		hsa-miR-146b-5p	0.65741206499924	15	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirbase|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
KPNA1	P52294		hsa-miR-652-3p	0.657311542856134	11	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
